,dien_tich,phong_ngu,so_tang,lat,long,gia,gia_m2,ten_duong,ten_phuong,so_do2
887,120.0,4.801504451949647,4.776731098605334,21.0115168,105.8533481,59000.0,491.6666666666667,24,10,0
888,61.0,4.801504451949647,4.776731098605334,21.0120619,105.8626518,6500.0,106.55737704918032,57,3,0
889,85.0,4.801504451949647,4.776731098605334,20.995818,105.8498965,1105000.0,13000.0,81,15,1
890,38.0,4.801504451949647,4.776731098605334,20.9968349,105.8457932,117800.0,3100.0,30,0,1
891,60.0,4.801504451949647,4.776731098605334,20.9916904,105.8442862,336000.0,5600.0,61,0,1
892,32.0,3.0,5.0,20.9961203,105.8499345,3550.0,110.9375,3,2,1
893,51.0,4.0,4.0,21.0029863,105.865675,7000.0,137.2549019607843,18,16,1
894,60.0,10.0,5.0,20.9958805,105.8428312,5800.0,96.66666666666669,25,19,1
895,60.0,10.5,6.0,20.996688,105.8450657,6000.0,100.0,60,6,1
896,25.0,3.0,4.0,21.0080749,105.8636217,2050.0,82.0,95,3,1
897,60.0,10.0,5.0,20.9959104,105.8576533,5900.0,98.33333333333331,60,6,1
898,60.0,10.0,5.0,20.9959104,105.8576533,5900.0,98.33333333333331,60,6,1
899,42.0,4.0,6.0,21.014855,105.8504718,25000.0,595.2380952380952,80,1,1
900,90.0,4.0,2.0,20.9968349,105.8457932,17900.0,198.88888888888889,30,19,1
901,58.0,4.801504451949647,4.776731098605334,20.9959104,105.8576533,249400.0,4300.0,60,6,1
902,79.0,4.0,5.0,20.9976144,105.8413713,21000.0,265.82278481012656,48,19,1
903,86.0,4.0,5.0,21.008903,105.858755,28500.0,331.3953488372093,84,18,1
904,35.0,2.0,1.0,20.9959104,105.8576533,8400.0,240.0,60,6,1
905,55.0,4.801504451949647,4.776731098605334,21.0123071,105.8451758,,,56,5,0
906,46.0,6.0,4.0,21.0019454,105.8457388,95000.0,107.6086956521739,14,0,1
907,40.0,4.801504451949647,4.776731098605334,21.0123071,105.8451758,5000.0,125.0,56,5,0
908,33.0,2.0,2.0,21.0180919,105.8553024,1900.0,57.57575757575758,78,14,0
909,50.0,6.0,5.0,21.0015145,105.8458686,4950.0,99.0,14,2,1
910,36.0,4.0,4.0,20.996536,105.862438,6000.0,166.66666666666666,77,13,0
911,30.0,4.0,4.0,20.9959104,105.8576533,2.9,0.096666666666666,60,6,0
912,60.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,342000.0,5700.0,3,2,1
913,40.0,6.0,7.0,21.014855,105.8504718,20000.0,500.0,80,1,0
914,45.0,5.0,5.0,20.9959104,105.8576533,11000.0,244.44444444444449,60,6,0
915,30.0,4.0,4.0,20.9979326,105.8503243,2250.0,75.0,3,2,1
916,90.0,7.0,5.0,20.9961203,105.8499345,25300.0,281.1111111111111,3,2,0
917,46.0,3.0,3.0,20.9979326,105.8503243,7900.0,171.7391304347826,3,2,1
918,50.0,4.801504451949647,4.776731098605334,21.0015145,105.8458686,9000.0,180.0,14,0,1
919,98.0,4.801504451949647,4.776731098605334,21.0081338,105.8462749,49500.0,505.1020408163265,96,10,1
920,117.0,4.801504451949647,4.776731098605334,20.9959104,105.8576533,14900.0,127.35042735042737,60,6,1
921,41.0,4.801504451949647,4.776731098605334,20.9974405,105.8426369,12800.0,312.1951219512195,25,0,1
922,90.0,6.0,5.0,21.0115168,105.8533481,2480.0,27.55555555555556,24,10,1
923,40.0,4.0,6.0,21.0090571,105.8607507,16500.0,412.5,84,14,1
924,70.0,6.0,4.0,20.9968349,105.8457932,1450.0,20.714285714285715,30,0,1
925,30.0,4.801504451949647,4.776731098605334,21.0087159,105.8538723,9800.0,326.6666666666667,84,10,1
926,50.0,4.801504451949647,4.776731098605334,21.0015145,105.8458686,9000.0,180.0,14,0,1
927,35.0,3.0,3.0,21.0130829,105.8502332,25000.0,714.2857142857143,80,1,1
928,100.0,4.0,4.0,20.9992058,105.8698167,670000.0,6700.0,20,13,1
929,58.0,3.0,4.0,21.0115168,105.8533481,24500.0,422.41379310344826,24,10,1
930,80.0,4.0,4.0,20.9961203,105.8499345,9000.0,248.75,3,2,1
931,40.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,2200.0,55.0,3,2,1
932,85.0,3.0,1.0,21.0004215,105.850545,13000.0,152.94117647058823,3,2,1
933,231.0,4.801504451949647,4.776731098605334,21.0161014,105.8541986,19900.0,49.75,39,18,0
934,70.0,6.0,6.0,21.0081338,105.8462749,29800.0,425.7142857142857,96,10,1
935,160.0,4.801504451949647,4.776731098605334,21.0069151,105.8656789,6500.0,40.625,95,13,0
936,115.0,5.0,5.0,21.0055287,105.8689184,14800.0,128.69565217391303,67,6,1
937,43.0,4.0,5.0,20.9968349,105.8457932,8900.0,206.9767441860465,30,19,1
938,50.0,4.0,3.0,20.9963878,105.8619928,16000.0,320.0,60,6,1
939,32.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,3200.0,100.0,3,2,1
940,120.0,4.801504451949647,4.776731098605334,21.014855,105.8504718,25000.0,208.33333333333331,80,1,0
941,188.0,4.801504451949647,4.776731098605334,21.0151325,105.8492108,120000.0,638.2978723404256,1,10,1
942,188.0,4.801504451949647,4.776731098605334,21.0151325,105.8492108,120000.0,638.2978723404256,1,10,1
943,100.0,4.801504451949647,3.0,20.9974405,105.8426369,30000.0,300.0,78,14,0
944,80.0,4.801504451949647,4.0,21.0029863,105.865675,24500.0,306.25,18,6,0
945,200.0,4.801504451949647,4.776731098605334,20.9965567,105.8468125,20500.0,102.5,81,15,0
946,50.0,4.801504451949647,4.776731098605334,20.9965567,105.8468125,20500.0,410.0,81,15,0
947,60.0,4.801504451949647,3.0,20.995818,105.8498965,9000.0,150.0,81,15,0
948,35.0,4.801504451949647,3.0,20.9993202,105.8594256,4300.0,122.85714285714286,26,12,0
949,45.0,4.801504451949647,4.776731098605334,20.9992058,105.8698167,7450.0,165.55555555555554,20,16,0
950,50.0,4.801504451949647,4.776731098605334,20.9958805,105.8428312,13200.0,264.0,25,19,0
951,40.0,4.801504451949647,4.0,20.996536,105.862438,5100.0,127.5,78,14,0
952,35.0,4.801504451949647,4.776731098605334,21.0015145,105.8458686,5400.0,154.28571428571428,14,0,1
953,65.0,4.801504451949647,4.776731098605334,21.0017619,105.8449358,26000.0,400.0,14,2,0
954,41.0,4.801504451949647,4.776731098605334,20.9974405,105.8426369,12800.0,312.1951219512195,25,0,1
955,30.0,3.0,5.0,21.0161014,105.8541986,4500.0,150.0,39,18,1
956,31.0,4.0,5.0,21.001862,105.8551818,6980.0,225.16129032258064,75,11,0
957,80.0,8.0,6.0,20.996539,105.8427895,15800.0,197.5,25,19,1
958,34.0,3.0,5.0,20.9979326,105.8503243,3850.0,113.23529411764706,3,2,0
959,65.0,4.801504451949647,3.0,20.996536,105.862438,14100.0,216.92307692307693,78,14,0
960,50.0,4.0,3.0,20.9961203,105.8499345,5900.0,118.0,3,2,1
961,30.0,4.801504451949647,4.0,21.0023258,105.8537113,4850.0,161.66666666666666,2,14,0
962,30.0,4.801504451949647,4.776731098605334,20.9967604,105.8432719,10000.0,333.3333333333333,14,19,0
963,50.0,4.801504451949647,7.0,21.0180919,105.8553024,9500.0,190.0,78,14,0
964,35.0,4.0,5.0,21.0080749,105.8636217,5000.0,142.85714285714286,95,3,1
965,86.0,4.801504451949647,4.776731098605334,20.9968349,105.8457932,19000.0,220.93023255813952,30,19,0
966,42.0,4.0,5.0,20.995818,105.8498965,4850.0,115.47619047619048,81,15,1
967,32.0,8.0,6.0,20.996536,105.862438,10900.0,340.625,51,16,1
969,80.0,4.801504451949647,4.776731098605334,20.995818,105.8498965,11500.0,143.75,81,15,0
970,30.0,4.0,5.0,21.0118555,105.8651409,6800.0,226.66666666666663,42,3,1
971,72.0,6.0,5.0,20.9968349,105.8457932,10800.0,150.0,30,0,0
972,32.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,3200.0,100.0,3,2,1
973,41.0,4.801504451949647,4.776731098605334,20.9974405,105.8426369,12800.0,312.1951219512195,25,0,1
974,30.0,4.801504451949647,4.776731098605334,21.0069151,105.8656789,9800.0,326.6666666666667,95,10,1
975,71.0,4.801504451949647,4.776731098605334,20.9958805,105.8428312,26500.0,373.23943661971833,25,19,0
976,188.0,4.801504451949647,4.776731098605334,21.0151325,105.8492108,120000.0,638.2978723404256,1,10,1
977,31.0,4.801504451949647,4.776731098605334,20.9974405,105.8426369,6100.0,196.7741935483871,25,0,1
978,45.0,5.0,4.0,20.998923,105.8532232,9800.0,217.77777777777777,11,2,1
979,183.0,9.0,9.0,21.0158326,105.8565768,71500.0,390.7103825136612,16,17,1
980,60.0,4.801504451949647,4.776731098605334,20.996536,105.862438,6400.0,106.66666666666669,78,14,1
981,231.0,10.5,10.0,21.014855,105.8504718,165000.0,693.2773109243698,80,1,1
982,163.0,10.0,10.0,21.0158326,105.8565768,71000.0,435.5828220858896,16,17,1
983,180.0,8.0,8.0,21.014855,105.8504718,69500.0,386.1111111111111,80,1,1
984,70.0,4.801504451949647,4.776731098605334,21.0180919,105.8553024,28500.0,407.1428571428572,71,8,0
985,100.0,4.801504451949647,4.776731098605334,21.019063,105.847663,61.0,0.61,41,1,0
986,64.0,3.0,5.0,20.9959104,105.8576533,9500.0,148.4375,60,6,1
987,155.0,10.0,10.0,21.0151263,105.8509152,68000.0,438.7096774193548,41,1,1
988,165.0,4.801504451949647,4.776731098605334,21.0151263,105.8509152,75000.0,454.54545454545456,41,1,0
989,80.0,4.801504451949647,7.0,20.996536,105.862438,7100.0,88.75,77,13,1
990,57.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,15500.0,271.9298245614035,3,0,0
991,90.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,13800.0,153.33333333333334,3,2,1
992,117.0,4.801504451949647,4.776731098605334,20.9959104,105.8576533,14900.0,127.35042735042737,60,6,1
993,50.0,4.801504451949647,4.776731098605334,21.0015145,105.8458686,9000.0,180.0,14,0,1
994,50.0,4.801504451949647,4.776731098605334,21.0015145,105.8458686,9000.0,180.0,14,0,1
995,98.0,4.801504451949647,4.776731098605334,21.0115168,105.8533481,36000.0,367.3469387755102,24,10,1
996,30.0,4.801504451949647,4.776731098605334,21.0087159,105.8538723,9800.0,326.6666666666667,84,10,1
997,98.0,4.801504451949647,4.776731098605334,21.0081338,105.8462749,49500.0,505.1020408163265,96,10,1
998,90.0,4.801504451949647,5.0,20.9961203,105.8499345,23000.0,255.55555555555557,3,2,1
999,79.0,7.0,5.0,21.0008074,105.8639799,12900.0,163.29113924050634,93,16,1
1000,57.0,4.801504451949647,4.776731098605334,21.0029863,105.865675,8200.0,143.859649122807,18,16,1
1001,100.0,4.0,5.0,21.0186874,105.8566363,25000.0,250.0,23,9,1
1002,57.0,4.801504451949647,4.776731098605334,21.0029863,105.865675,8200.0,143.859649122807,18,16,1
1003,42.0,6.0,5.0,21.0132356,105.8522833,13500.0,321.42857142857144,35,10,1
1004,57.0,4.801504451949647,4.776731098605334,21.0029863,105.865675,8200.0,143.859649122807,18,16,1
1005,128.0,4.0,10.0,21.019063,105.847663,61000.0,476.5625,41,1,1
1006,50.0,4.801504451949647,4.776731098605334,21.0037124,105.8414027,9000.0,180.0,48,0,1
1007,80.0,3.0,4.0,20.995818,105.8498965,12000.0,150.0,81,15,1
1008,80.0,4.0,6.0,21.0081338,105.8462749,29900.0,373.75,96,0,1
1009,90.0,4.0,5.0,21.0088308,105.8632384,24200.0,268.8888888888889,84,13,1
1010,98.0,4.801504451949647,4.776731098605334,21.0081338,105.8462749,49500.0,505.1020408163265,96,10,1
1011,31.0,4.801504451949647,4.776731098605334,20.9974405,105.8426369,6100.0,196.7741935483871,25,0,1
1012,35.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,3200.0,91.42857142857144,3,2,1
1013,62.0,4.0,5.0,21.0118555,105.8651409,10500.0,169.3548387096774,42,3,1
1014,180.0,4.0,4.0,21.0110533,105.8606382,28000.0,155.55555555555554,6,17,1
1015,98.0,4.801504451949647,4.776731098605334,21.0115168,105.8533481,36000.0,367.3469387755102,24,10,1
1016,30.0,4.801504451949647,4.776731098605334,21.0131007,105.8613269,1450.0,48.333333333333336,55,3,0
1017,31.0,4.801504451949647,4.776731098605334,20.9974405,105.8426369,6100.0,196.7741935483871,25,0,1
1018,117.0,4.801504451949647,4.776731098605334,20.9959104,105.8576533,14900.0,127.35042735042737,60,6,1
1019,55.0,4.801504451949647,4.776731098605334,20.995818,105.8498965,11500.0,209.0909090909091,81,15,1
1020,50.0,4.801504451949647,7.0,21.019063,105.847663,29500.0,590.0,41,1,1
1021,63.0,4.0,4.0,21.0023036,105.8489024,11300.0,179.36507936507937,31,0,1
1022,28.0,4.801504451949647,4.776731098605334,21.014855,105.8504718,12800.0,457.1428571428572,89,1,1
1023,115.0,10.0,7.0,20.9968349,105.8457932,25000.0,217.3913043478261,30,0,1
1024,50.0,6.0,7.0,21.0106101,105.8491556,26000.0,520.0,56,5,1
1025,210.0,3.0,3.0,21.0081338,105.8462749,36000.0,171.42857142857142,96,5,1
1026,39.0,4.0,4.0,20.9968349,105.8457932,3800.0,97.43589743589745,30,0,1
1027,231.0,6.0,3.0,21.0166103,105.8532494,96000.0,362.2641509433962,71,8,1
1028,47.0,3.0,5.0,20.9868287,105.8312314,9500.0,202.12765957446808,14,19,0
1029,92.0,6.0,4.0,21.0008143,105.8517814,18000.0,195.65217391304347,92,2,1
1030,126.0,10.5,5.0,20.9717528,105.8847822,13000.0,103.17460317460318,67,3,1
1031,161.0,10.5,9.0,20.9961203,105.8499345,38000.0,236.0248447204969,3,2,1
1032,118.0,10.5,7.0,21.0015145,105.8458686,25000.0,211.864406779661,14,0,1
1033,79.0,4.0,4.0,20.9961203,105.8499345,22500.0,284.8101265822785,49,2,1
1034,207.0,2.0,2.0,20.9959104,105.8576533,44000.0,212.56038647343,49,6,1
1035,102.0,10.5,5.0,20.9959104,105.8576533,26500.0,259.80392156862746,60,6,1
1036,160.0,8.0,2.0,21.0179181,105.8586252,85000.0,531.25,23,9,1
1037,180.0,6.0,5.0,21.0166103,105.8532494,66000.0,366.6666666666667,71,8,1
1038,190.0,4.801504451949647,4.776731098605334,21.0158326,105.8565768,55000.0,289.4736842105263,16,17,1
1039,220.0,4.801504451949647,4.776731098605334,21.0169506,105.8540824,90000.0,409.09090909090907,29,8,1
1040,45.0,5.0,5.0,20.996536,105.862438,5800.0,128.88888888888889,77,13,1
1041,130.0,10.5,4.0,21.0107623,105.8457915,51000.0,392.3076923076923,56,5,1
1042,90.0,4.0,5.0,21.0088308,105.8632384,24200.0,268.8888888888889,84,13,1
1043,80.0,4.801504451949647,4.776731098605334,20.996536,105.862438,11000.0,137.5,78,14,1
1044,150.0,4.801504451949647,4.776731098605334,21.019063,105.847663,135000.0,900.0,41,1,1
1045,231.0,6.0,3.0,21.0166103,105.8532494,96000.0,369.2307692307692,71,8,1
1046,231.0,4.801504451949647,4.776731098605334,21.0225419,105.8525701,110000.0,293.3333333333333,23,9,1
1047,200.0,2.0,2.0,20.996536,105.862438,12500.0,62.5,77,13,0
1048,36.0,1.0,1.0,20.9959104,105.8576533,5000.0,236.11111111111111,60,6,0
1049,100.0,5.0,5.0,21.0023036,105.8489024,19000.0,190.0,31,0,0
1050,231.0,10.0,5.0,21.0115168,105.8533481,135000.0,567.2268907563025,24,10,1
1051,105.0,10.5,8.0,20.9961203,105.8499345,17800.0,169.52380952380952,3,2,0
1052,145.0,10.0,3.0,21.017135,105.8469659,106000.0,731.0344827586207,85,7,1
1053,40.0,4.0,5.0,20.9968349,105.8457932,1000.0,352.5,30,19,0
1054,231.0,6.0,2.0,21.0106552,105.8490846,203000.0,557.6923076923077,56,5,1
1055,66.0,6.0,6.0,20.9968349,105.8457932,12000.0,181.8181818181818,30,19,0
1056,80.0,10.0,7.0,20.9961233,105.8620443,6980.0,87.25,60,6,0
1057,96.0,9.0,4.0,20.996536,105.862438,16300.0,169.79166666666666,78,14,0
1058,210.0,10.5,7.0,20.9979326,105.8503243,87500.0,416.6666666666667,3,2,0
1059,39.0,4.801504451949647,4.776731098605334,20.9951406,105.856239,4300.0,110.25641025641026,60,6,1
1060,190.0,4.801504451949647,4.776731098605334,21.0028316,105.8590463,28500.0,150.0,78,14,0
1061,70.0,7.0,5.0,20.9959104,105.8576533,17500.0,250.0,60,6,0
1062,145.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,23000.0,158.6206896551724,3,2,0
1063,35.0,7.0,7.0,21.014855,105.8504718,24500.0,700.0,80,1,1
1065,155.0,4.801504451949647,4.776731098605334,21.0166103,105.8532494,0.074,0.000477419354838,71,8,0
1066,105.0,4.0,4.0,20.9968349,105.8457932,12300.0,117.14285714285714,30,19,1
1067,37.0,3.0,3.0,20.995818,105.8498965,5050.0,136.48648648648648,81,15,1
1068,100.0,2.0,4.776731098605334,21.0168656,105.8535492,43000.0,430.0,22,10,1
1069,120.0,5.0,4.776731098605334,21.0031081,105.8721274,16000.0,133.33333333333334,67,13,1
1070,82.0,4.0,4.776731098605334,21.0004215,105.850545,23000.0,280.4878048780488,3,2,1
1071,193.0,6.0,4.0,21.0164338,105.8503476,119000.0,616.580310880829,80,1,1
1072,75.0,6.0,4.776731098605334,21.0029863,105.865675,18500.0,246.66666666666663,18,16,1
1073,200.0,3.0,4.776731098605334,21.0116579,105.8558183,64500.0,322.5,39,18,1
1074,30.0,4.801504451949647,4.776731098605334,21.0181212,105.8567518,8500.0,283.3333333333333,23,9,0
1075,90.0,4.801504451949647,4.0,21.0125745,105.8462127,12500.0,138.88888888888889,70,5,1
1076,231.0,4.801504451949647,4.776731098605334,21.0106552,105.8490846,235000.0,643.8356164383562,56,5,0
1077,166.0,4.801504451949647,4.776731098605334,21.0088308,105.8632384,34000.0,210.84337349397592,84,13,0
1078,220.0,5.0,5.0,21.0146013,105.8492911,90000.0,409.09090909090907,65,7,1
1080,165.0,4.0,4.776731098605334,21.0021784,105.846738,15900.0,96.36363636363636,14,0,1
1081,42.0,4.801504451949647,3.0,20.9979326,105.8503243,,,3,2,1
1082,115.0,1.0,4.776731098605334,20.9937815,105.8466875,12900.0,112.17391304347828,81,15,1
1083,70.0,2.0,2.0,21.0180919,105.8553024,29000.0,414.2857142857143,23,9,1
1084,70.0,10.0,5.0,21.0015145,105.8458686,16950.0,242.14285714285717,14,2,0
1085,70.0,10.0,5.0,20.9979326,105.8503243,16950.0,242.14285714285717,3,2,0
1086,69.5,10.0,5.0,21.0015145,105.8458686,16950.0,243.8848920863309,14,2,0
1087,180.0,4.801504451949647,3.0,21.0146067,105.8515182,80000.0,444.44444444444446,41,1,0
1088,38.0,3.0,3.0,20.9959104,105.8576533,8500.0,223.68421052631575,60,6,0
1092,166.0,4.801504451949647,6.0,21.005662,105.851676,38000.0,228.9156626506024,3,2,0
1095,66.0,4.0,5.0,21.0132356,105.8522833,16500.0,250.0,34,10,0
1097,231.0,4.801504451949647,2.0,21.0146067,105.8515182,,,71,8,1
1098,57.0,4.0,4.0,20.9959104,105.8576533,9800.0,171.9298245614035,60,6,1
1099,85.0,5.0,5.0,21.0015145,105.8458686,29000.0,341.1764705882353,14,0,1
1100,36.0,5.0,6.0,21.0015145,105.8458686,6800.0,188.88888888888889,14,0,1
1101,70.0,4.801504451949647,3.0,21.0068975,105.8715997,16800.0,240.0,77,13,0
1102,150.0,4.801504451949647,5.0,21.008903,105.858755,48000.0,320.0,84,4,0
1103,45.0,4.0,6.0,21.0068975,105.8715997,8900.0,197.77777777777777,77,13,0
1104,45.0,5.0,6.0,21.008903,105.858755,9100.0,202.22222222222223,84,4,0
1105,140.0,4.801504451949647,4.776731098605334,21.0180919,105.8553024,,,71,8,0
1109,166.0,4.801504451949647,6.0,21.0115971,105.8533051,38000.0,228.9156626506024,3,2,0
1111,231.0,4.801504451949647,4.776731098605334,21.0115971,105.8533051,100000.0,200.0,60,6,0
1113,53.0,4.801504451949647,4.776731098605334,21.0118555,105.8651409,14300.0,269.811320754717,42,3,0
1114,50.0,8.0,6.0,21.0029863,105.865675,8300.0,166.0,18,16,1
1115,85.0,6.0,5.0,21.0029863,105.865675,8700.0,102.3529411764706,18,16,1
1116,60.0,5.0,5.0,21.0029863,105.865675,6450.0,107.5,18,16,1
1117,95.0,6.0,5.0,20.9982638,105.8673667,12000.0,126.3157894736842,93,16,1
1118,50.0,8.0,6.0,20.9992058,105.8698167,8300.0,166.0,20,16,1
1119,112.0,10.5,5.0,21.0004203,105.8535447,15000.0,133.92857142857142,3,2,1
1120,45.0,6.0,5.0,21.0003255,105.8631135,5800.0,128.88888888888889,93,16,1
1121,110.0,10.5,5.0,21.0008143,105.8517814,15000.0,136.36363636363637,51,2,1
1122,45.0,6.0,5.0,20.996536,105.862438,4800.0,106.66666666666669,51,16,0
1123,36.0,4.0,5.0,21.0012054,105.8545375,4500.0,125.0,2,2,1
1124,40.0,4.0,5.0,20.9959104,105.8576533,3200.0,80.0,60,6,1
1125,68.0,4.0,4.0,20.996536,105.862438,6690.0,98.38235294117646,51,16,1
1126,35.0,3.0,5.0,21.0023036,105.8489024,4500.0,128.57142857142858,31,0,1
1127,30.0,3.0,4.0,21.0053964,105.8569193,7500.0,250.0,78,14,1
1128,50.0,4.0,5.0,21.0053964,105.8569193,5200.0,104.0,78,14,1
1129,90.0,7.0,8.0,20.996536,105.862438,14000.0,155.55555555555554,51,16,1
1130,45.0,5.0,6.0,21.0081338,105.8462749,5000.0,188.88888888888889,96,5,0
1131,44.0,6.0,5.0,20.9958805,105.8428312,8100.0,184.0909090909091,25,19,1
1132,80.0,5.0,4.0,20.9997492,105.8564685,8500.0,106.25,75,11,0
1133,50.0,4.0,4.0,20.9959104,105.8576533,5500.0,110.0,60,6,1
1134,55.0,4.0,5.0,20.995818,105.8498965,2000.0,94.54545454545456,81,15,1
1135,65.0,5.0,5.0,20.9937815,105.8466875,5250.0,80.76923076923077,81,15,1
1136,38.0,5.0,5.0,21.008903,105.858755,4900.0,128.94736842105263,84,13,1
1137,35.0,3.0,5.0,20.9961203,105.8499345,4500.0,128.57142857142858,3,2,0
1138,44.0,4.801504451949647,4.776731098605334,20.9911093,105.8446343,6350.0,144.3181818181818,61,15,0
1139,65.0,5.0,5.0,21.0118555,105.8651409,10000.0,153.84615384615384,42,3,1
1140,50.0,4.0,5.0,21.0088308,105.8632384,11000.0,220.0,84,13,1
1141,36.0,4.0,5.0,20.9961203,105.8499345,4500.0,125.0,3,2,1
1142,50.0,5.0,5.0,21.0107623,105.8457915,7890.0,157.8,56,5,1
1143,98.0,6.0,5.0,20.9982638,105.8673667,13000.0,132.6530612244898,93,16,1
1144,42.0,4.0,5.0,21.0029863,105.865675,3400.0,80.95238095238095,77,13,1
1145,78.0,5.0,4.0,21.0004591,105.8563239,8500.0,108.97435897435898,75,11,1
1146,35.0,4.0,5.0,21.015125,105.8503804,25000.0,714.2857142857143,80,1,1
1147,50.0,4.801504451949647,4.776731098605334,20.9959104,105.8576533,16000.0,320.0,60,6,1
1148,51.0,5.0,4.0,21.0029863,105.865675,7100.0,139.2156862745098,77,13,0
1149,72.0,3.0,3.0,20.996536,105.862438,17000.0,236.11111111111111,78,14,1
1150,70.0,4.0,5.0,20.9959104,105.8576533,18000.0,257.1428571428572,60,6,1
1151,220.0,1.0,1.0,21.0106552,105.8490846,97000.0,440.9090909090909,56,5,1
1152,55.0,1.0,1.0,21.0029863,105.865675,13000.0,236.3636363636364,77,13,1
1153,97.0,6.0,8.0,21.0168656,105.8535492,43000.0,443.29896907216494,22,8,1
1154,120.0,4.801504451949647,4.776731098605334,21.0169506,105.8540824,35000.0,291.6666666666667,29,8,0
1155,52.0,4.801504451949647,4.776731098605334,21.0081338,105.8462749,18200.0,350.0,96,0,0
1156,100.0,4.801504451949647,4.776731098605334,21.0081338,105.8462749,32000.0,320.0,41,1,0
1157,71.0,4.0,6.0,20.9860715,105.8465723,5900.0,83.09859154929578,81,15,0
1158,82.0,4.801504451949647,4.776731098605334,21.0118555,105.8651409,60000.0,731.7073170731708,41,1,0
1159,42.0,6.0,7.0,21.0106101,105.8491556,26500.0,630.952380952381,56,5,1
1160,60.0,4.801504451949647,4.776731098605334,20.9961203,105.8499345,25000.0,416.6666666666667,71,8,0
1161,24.0,4.801504451949647,4.776731098605334,21.0074001,105.8499148,1550.0,64.58333333333333,3,2,0
1162,22.0,4.801504451949647,4.776731098605334,20.9965567,105.8468125,3100.0,140.9090909090909,81,15,0
1163,35.0,4.801504451949647,4.776731098605334,20.9993202,105.8594256,4300.0,122.85714285714286,26,12,0
1164,140.0,4.0,3.0,21.0154407,105.8503135,69000.0,492.8571428571428,41,1,1
1165,210.0,4.801504451949647,4.0,21.0171931,105.8563229,62000.0,295.23809523809524,23,9,1
1166,231.0,4.801504451949647,4.776731098605334,21.0146013,105.8492911,135000.0,540.0,41,1,1
1167,190.0,4.801504451949647,4.776731098605334,21.0178836,105.8540972,80000.0,421.05263157894734,15,10,1
1168,130.0,4.801504451949647,8.0,21.0151325,105.8492108,40000.0,307.6923076923077,1,10,1
1170,231.0,4.801504451949647,4.776731098605334,21.0154407,105.8503135,180000.0,720.0,41,1,1
1171,231.0,4.801504451949647,4.776731098605334,21.0115168,105.8533481,110000.0,440.0,24,10,1
1172,120.0,4.801504451949647,10.5,21.014855,105.8504718,75000.0,625.0,80,1,1
1173,100.0,4.801504451949647,7.0,20.9979326,105.8503243,31000.0,310.0,3,2,1
1174,100.0,4.801504451949647,10.0,21.019063,105.847663,,,41,1,1
1175,70.0,4.801504451949647,3.0,21.0115168,105.8533481,33000.0,471.4285714285714,24,10,1
1176,120.0,4.801504451949647,10.0,21.019063,105.847663,62000.0,516.6666666666666,41,1,1
1177,231.0,4.801504451949647,4.776731098605334,21.0163699,105.855301,138000.0,431.25,23,9,1
1178,231.0,10.5,10.5,21.0227084,105.8526076,282000.0,705.0,17,9,1
1179,231.0,10.5,10.5,21.0191106,105.8585608,281000.0,729.8701298701299,82,9,1
1180,231.0,10.5,10.5,21.0227084,105.8526076,285000.0,712.5,17,9,1
1181,40.0,3.0,3.0,21.0189748,105.8420483,14200.0,355.0,69,7,1
1182,100.0,4.0,5.0,21.0186874,105.8566363,25000.0,250.0,23,9,1
1183,40.0,4.0,6.0,21.0189748,105.8420483,16500.0,412.5,69,7,1
1184,37.0,4.0,5.0,20.9959104,105.8576533,2000.0,86.48648648648648,60,6,1
1185,165.0,4.0,3.0,21.0117753,105.8509496,70000.0,424.24242424242425,19,10,1
1186,150.0,10.5,7.0,21.0115168,105.8533481,57000.0,380.0,24,10,1
1187,80.0,4.0,6.0,21.0081338,105.8462749,29900.0,373.75,96,0,1
1188,197.0,4.0,5.0,21.0180919,105.8553024,27500.0,139.5939086294416,41,1,1
1189,60.0,4.0,4.0,20.9992058,105.8698167,11500.0,191.66666666666663,20,6,1
1190,47.0,6.0,5.0,21.0008074,105.8639799,6350.0,135.10638297872342,93,16,0
1191,47.0,6.0,5.0,21.0008074,105.8639799,6350.0,135.10638297872342,93,16,0
1192,175.0,4.801504451949647,4.776731098605334,21.017135,105.8469659,100000.0,571.4285714285714,85,1,0
1193,90.0,4.801504451949647,4.776731098605334,21.017135,105.8469659,58000.0,644.4444444444445,85,7,0
1194,42.0,6.0,6.0,21.0030169,105.8617285,19500.0,464.2857142857143,43,1,1
1195,30.0,3.0,3.0,21.0090897,105.8498714,16800.0,560.0,41,1,1
1196,67.0,4.801504451949647,4.776731098605334,21.0171931,105.8563229,30000.0,447.76119402985074,23,9,0
1197,195.0,4.801504451949647,4.776731098605334,20.995818,105.8498965,87000.0,446.1538461538461,3,2,0
1198,70.0,4.801504451949647,2.0,21.0180919,105.8553024,28000.0,400.0,23,9,1
